ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00256,IT0001481,09-DEC-2013 12.00.00.000000000 AM,219809,25,02-JAN-2014 12.00.00.000000000 AM,21300003,25
ES1,C00256,IT0001494,09-DEC-2013 12.00.00.000000000 AM,219809,50,02-JAN-2014 12.00.00.000000000 AM,21300003,50
ES1,C00256,IT0001499,09-DEC-2013 12.00.00.000000000 AM,219809,25,02-JAN-2014 12.00.00.000000000 AM,21300003,25
ES1,C00264,IT0001016,15-DEC-2013 12.00.00.000000000 AM,219812,500,26-FEB-2014 12.00.00.000000000 AM,21300938,500
ES1,C00264,IT0001024,15-DEC-2013 12.00.00.000000000 AM,219812,500,26-FEB-2014 12.00.00.000000000 AM,21300938,500
ES1,C00264,IT0001030,15-DEC-2013 12.00.00.000000000 AM,219812,50,26-FEB-2014 12.00.00.000000000 AM,21300938,50
ES1,C00264,IT0001159,15-DEC-2013 12.00.00.000000000 AM,219812,120,26-FEB-2014 12.00.00.000000000 AM,21300938,120
ES1,C00264,IT0001170,15-DEC-2013 12.00.00.000000000 AM,219812,120,26-FEB-2014 12.00.00.000000000 AM,21300938,120
ES1,C00151,IT0001253,05-JAN-2014 12.00.00.000000000 AM,254787,4500,05-JAN-2014 12.00.00.000000000 AM,21300054,4500
ES3,C00314,IT0001020,05-JAN-2014 12.00.00.000000000 AM,254807,320,12-JAN-2014 12.00.00.000000000 AM,21300163,320
ES3,C00313,IT0001113,08-JAN-2014 12.00.00.000000000 AM,254833,72,08-JAN-2014 12.00.00.000000000 AM,21300117,72
ES3,C00143,IT0001415,10-JAN-2014 12.00.00.000000000 AM,254850,1,12-JAN-2014 12.00.00.000000000 AM,21300153,1
ES3,C00205,IT0001415,17-JAN-2014 12.00.00.000000000 AM,254893,50,20-JAN-2014 12.00.00.000000000 AM,21300298,50
ES3,C00113,IT0001076,22-JAN-2014 12.00.00.000000000 AM,254896,750,22-JAN-2014 12.00.00.000000000 AM,21300340,750
ES1,C00309,IT0001012,20-JAN-2014 12.00.00.000000000 AM,254913,500,20-JAN-2014 12.00.00.000000000 AM,21300308,500
ES3,C00311,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254956,2000,12-FEB-2014 12.00.00.000000000 AM,21300691,250
ES3,C00311,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254956,2000,17-FEB-2014 12.00.00.000000000 AM,21300772,1500
ES3,C00335,IT0001056,30-JAN-2014 12.00.00.000000000 AM,254973,160,16-FEB-2014 12.00.00.000000000 AM,21300758,160
ES1,C00264,IT0001159,26-FEB-2014 12.00.00.000000000 AM,219908,106,28-FEB-2014 12.00.00.000000000 AM,21300976,106
ES1,C00225,IT0001230,11-DEC-2013 12.00.00.000000000 AM,220721,60,07-FEB-2014 12.00.00.000000000 AM,21300577,60
ES1,C00225,IT0001222,11-DEC-2013 12.00.00.000000000 AM,220721,312,03-FEB-2014 12.00.00.000000000 AM,21300482,312
ES1,C00225,IT0001225,11-DEC-2013 12.00.00.000000000 AM,220721,104,03-FEB-2014 12.00.00.000000000 AM,21300482,104
ES3,C00128,IT0001076,05-JAN-2014 12.00.00.000000000 AM,254819,250,07-JAN-2014 12.00.00.000000000 AM,21300100,250
ES3,C00354,IT0001012,14-JAN-2014 12.00.00.000000000 AM,254876,750,17-JAN-2014 12.00.00.000000000 AM,21300263,750
ES1,C00283,IT0001139,19-JAN-2014 12.00.00.000000000 AM,254902,24,20-JAN-2014 12.00.00.000000000 AM,21300286,24
ES1,C00102,IT0001494,23-JAN-2014 12.00.00.000000000 AM,254939,75,30-JAN-2014 12.00.00.000000000 AM,21300447,75
ES1,C00264,IT0001170,15-DEC-2013 12.00.00.000000000 AM,219814,200,09-FEB-2014 12.00.00.000000000 AM,21300592,200
ES1,C00237,IT0001433,15-JAN-2014 12.00.00.000000000 AM,219854,15,19-JAN-2014 12.00.00.000000000 AM,21300247,15
ES1,C00237,IT0001433,15-JAN-2014 12.00.00.000000000 AM,219857,15,19-FEB-2014 12.00.00.000000000 AM,21300788,15
ES1,C00156,IT0001096,16-FEB-2014 12.00.00.000000000 AM,219894,1600,25-FEB-2014 12.00.00.000000000 AM,21300890,1280
ES1,C00156,IT0001096,16-FEB-2014 12.00.00.000000000 AM,219894,1600,25-FEB-2014 12.00.00.000000000 AM,21300891,320
ES3,C00176,IT0001307,06-JAN-2014 12.00.00.000000000 AM,280163,3000,19-JAN-2014 12.00.00.000000000 AM,21300265,3000
ES3,C00314,IT0001012,05-JAN-2014 12.00.00.000000000 AM,254807,1750,05-JAN-2014 12.00.00.000000000 AM,21300066,750
ES3,C00314,IT0001012,05-JAN-2014 12.00.00.000000000 AM,254807,1750,07-JAN-2014 12.00.00.000000000 AM,21300098,1000
ES3,C00314,IT0001113,05-JAN-2014 12.00.00.000000000 AM,254807,72,05-JAN-2014 12.00.00.000000000 AM,21300066,72
ES1,C00140,IT0001159,06-JAN-2014 12.00.00.000000000 AM,254827,24,09-JAN-2014 12.00.00.000000000 AM,21300115,24
ES1,C00140,IT0001433,06-JAN-2014 12.00.00.000000000 AM,254827,7,08-JAN-2014 12.00.00.000000000 AM,21300101,7
ES3,C00113,IT0001028,22-JAN-2014 12.00.00.000000000 AM,254896,180,22-JAN-2014 12.00.00.000000000 AM,21300340,180
ES3,C00196,IT0001020,19-JAN-2014 12.00.00.000000000 AM,254910,480,21-JAN-2014 12.00.00.000000000 AM,21300325,480
ES1,C00309,IT0001088,20-JAN-2014 12.00.00.000000000 AM,254913,160,20-JAN-2014 12.00.00.000000000 AM,21300308,160
ES3,C00311,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254956,2000,26-FEB-2014 12.00.00.000000000 AM,21300952,2000
ES3,C00335,IT0001159,30-JAN-2014 12.00.00.000000000 AM,254973,25,04-FEB-2014 12.00.00.000000000 AM,21300541,25
ES3,C00238,IT0001151,06-JAN-2014 12.00.00.000000000 AM,254825,64,20-JAN-2014 12.00.00.000000000 AM,21300291,64
ES3,C00301,IT0001020,09-JAN-2014 12.00.00.000000000 AM,254842,320,12-JAN-2014 12.00.00.000000000 AM,21300171,160
ES3,C00301,IT0001020,09-JAN-2014 12.00.00.000000000 AM,254842,320,13-JAN-2014 12.00.00.000000000 AM,21300190,160
ES3,C00301,IT0001088,09-JAN-2014 12.00.00.000000000 AM,254842,320,13-JAN-2014 12.00.00.000000000 AM,21300190,160
ES3,C00301,IT0001088,09-JAN-2014 12.00.00.000000000 AM,254842,320,16-JAN-2014 12.00.00.000000000 AM,21300224,160
ES1,C00205,IT0001376,09-JAN-2014 12.00.00.000000000 AM,254845,6,14-JAN-2014 12.00.00.000000000 AM,21300209,6
ES1,C00205,IT0001371,09-JAN-2014 12.00.00.000000000 AM,254845,6,14-JAN-2014 12.00.00.000000000 AM,21300209,6
ES3,C00205,IT0001488,13-JAN-2014 12.00.00.000000000 AM,254868,120,14-JAN-2014 12.00.00.000000000 AM,21300210,120
ES3,C00133,IT0001414,19-DEC-2013 12.00.00.000000000 AM,219820,25,06-JAN-2014 12.00.00.000000000 AM,21300045,25
ES1,C00308,IT0001213,11-FEB-2014 12.00.00.000000000 AM,219886,3750,13-FEB-2014 12.00.00.000000000 AM,21300679,2000
ES1,C00308,IT0001213,11-FEB-2014 12.00.00.000000000 AM,219886,3750,26-FEB-2014 12.00.00.000000000 AM,21300914,1750
ES1,C00231,IT0001131,31-JAN-2014 12.00.00.000000000 AM,220739,100,27-FEB-2014 12.00.00.000000000 AM,21300939,100
ES1,C00231,IT0001093,31-JAN-2014 12.00.00.000000000 AM,220739,80,27-FEB-2014 12.00.00.000000000 AM,21300939,80
ES1,C00112,IT0001116,22-SEP-2013 12.00.00.000000000 AM,219708,100,06-JAN-2014 12.00.00.000000000 AM,21300041,28
ES1,C00152,IT0001099,28-JAN-2014 12.00.00.000000000 AM,219868,50,16-FEB-2014 12.00.00.000000000 AM,21300721,50
ES1,C00247,IT0001139,23-FEB-2014 12.00.00.000000000 AM,219888,80,25-FEB-2014 12.00.00.000000000 AM,21300893,80
ES1,C00225,IT0001235,11-DEC-2013 12.00.00.000000000 AM,220721,70,07-FEB-2014 12.00.00.000000000 AM,21300577,70
ES3,C00195,IT0001031,16-JAN-2014 12.00.00.000000000 AM,219845,118,19-JAN-2014 12.00.00.000000000 AM,21300248,38
ES3,C00195,IT0001031,16-JAN-2014 12.00.00.000000000 AM,219845,118,14-FEB-2014 12.00.00.000000000 AM,21300699,80
ES3,C00195,IT0001481,16-JAN-2014 12.00.00.000000000 AM,219845,10,22-JAN-2014 12.00.00.000000000 AM,21300310,10
ES1,C00252,IT0001016,09-JAN-2014 12.00.00.000000000 AM,219848,500,12-JAN-2014 12.00.00.000000000 AM,21300131,500
ES1,C00256,IT0001481,21-JAN-2014 12.00.00.000000000 AM,219865,13,06-FEB-2014 12.00.00.000000000 AM,21300557,13
ES1,C00152,IT0001085,28-JAN-2014 12.00.00.000000000 AM,219868,100,16-FEB-2014 12.00.00.000000000 AM,21300721,100
ES1,C00152,IT0001433,28-JAN-2014 12.00.00.000000000 AM,219868,20,16-FEB-2014 12.00.00.000000000 AM,21300721,20
ES1,C00152,IT0001481,28-JAN-2014 12.00.00.000000000 AM,219868,5,16-FEB-2014 12.00.00.000000000 AM,21300721,5
ES1,C00351,IT0001084,29-JAN-2014 12.00.00.000000000 AM,254959,10,05-FEB-2014 12.00.00.000000000 AM,21300542,10
ES1,C00301,IT0001012,29-JAN-2014 12.00.00.000000000 AM,254962,1000,19-FEB-2014 12.00.00.000000000 AM,21300802,500
ES1,C00315,IT0001376,31-JAN-2014 12.00.00.000000000 AM,254985,12,09-FEB-2014 12.00.00.000000000 AM,21300598,12
ES1,C00315,IT0001433,04-FEB-2014 12.00.00.000000000 AM,255008,34,07-FEB-2014 12.00.00.000000000 AM,21300601,34
ESR,C00209,IT0001159,06-FEB-2014 12.00.00.000000000 AM,255022,-221,10-FEB-2014 12.00.00.000000000 AM,21300008,-221
ESR,C00209,IT0001130,06-FEB-2014 12.00.00.000000000 AM,255022,-36,10-FEB-2014 12.00.00.000000000 AM,21300008,-36
ESR,C00257,IT0001076,09-FEB-2014 12.00.00.000000000 AM,255042,-500,10-FEB-2014 12.00.00.000000000 AM,21300005,-500
ESR,C00257,IT0001162,09-FEB-2014 12.00.00.000000000 AM,255042,-24,10-FEB-2014 12.00.00.000000000 AM,21300005,-24
ES3,C00301,IT0001020,21-FEB-2014 12.00.00.000000000 AM,255111,320,24-FEB-2014 12.00.00.000000000 AM,21300886,160
ES3,C00301,IT0001088,21-FEB-2014 12.00.00.000000000 AM,255111,480,24-FEB-2014 12.00.00.000000000 AM,21300886,320
ES3,C00301,IT0001088,21-FEB-2014 12.00.00.000000000 AM,255111,480,25-FEB-2014 12.00.00.000000000 AM,21300925,160
ES1,C00225,IT0001229,11-DEC-2013 12.00.00.000000000 AM,220721,121,07-FEB-2014 12.00.00.000000000 AM,21300577,121
ES3,C00315,IT0001159,20-JAN-2014 12.00.00.000000000 AM,254911,16,21-JAN-2014 12.00.00.000000000 AM,21300307,16
ES3,C00315,IT0001162,20-JAN-2014 12.00.00.000000000 AM,254911,24,21-JAN-2014 12.00.00.000000000 AM,21300307,24
ES3,C00311,IT0001012,21-JAN-2014 12.00.00.000000000 AM,254928,500,26-JAN-2014 12.00.00.000000000 AM,21300368,500
ES3,C00113,IT0001151,28-JAN-2014 12.00.00.000000000 AM,254948,96,12-FEB-2014 12.00.00.000000000 AM,21300684,48
ES1,C00283,IT0001162,02-FEB-2014 12.00.00.000000000 AM,254988,40,13-FEB-2014 12.00.00.000000000 AM,21300689,40
ES1,C00283,IT0001028,02-FEB-2014 12.00.00.000000000 AM,254988,180,18-FEB-2014 12.00.00.000000000 AM,21300779,180
ES1,C00257,IT0001113,07-FEB-2014 12.00.00.000000000 AM,255031,72,12-FEB-2014 12.00.00.000000000 AM,21300672,72
ES3,C00314,IT0001012,11-FEB-2014 12.00.00.000000000 AM,255051,2000,23-FEB-2014 12.00.00.000000000 AM,21300879,500
ES1,C00186,IT0001012,11-FEB-2014 12.00.00.000000000 AM,255054,2000,14-FEB-2014 12.00.00.000000000 AM,21300734,2000
ES3,C00335,IT0001307,30-JAN-2014 12.00.00.000000000 AM,280175,3000,04-FEB-2014 12.00.00.000000000 AM,21300549,3000
ES3,C00311,IT0001076,21-JAN-2014 12.00.00.000000000 AM,254929,500,23-JAN-2014 12.00.00.000000000 AM,21300369,250
ES1,C00351,IT0001272,29-DEC-2013 12.00.00.000000000 AM,254784,125,28-JAN-2014 12.00.00.000000000 AM,21300418,125
ES1,C00246,IT0001012,02-JAN-2014 12.00.00.000000000 AM,254789,250,02-JAN-2014 12.00.00.000000000 AM,21300020,250
ES1,C00315,IT0001020,03-JAN-2014 12.00.00.000000000 AM,254800,320,05-JAN-2014 12.00.00.000000000 AM,21300035,160
ES1,C00315,IT0001020,03-JAN-2014 12.00.00.000000000 AM,254800,320,05-JAN-2014 12.00.00.000000000 AM,21300035,160
ES1,C00246,IT0001076,03-JAN-2014 12.00.00.000000000 AM,254801,250,05-JAN-2014 12.00.00.000000000 AM,21300062,250
ES3,C00312,IT0001076,03-JAN-2014 12.00.00.000000000 AM,254804,250,10-JAN-2014 12.00.00.000000000 AM,21300150,250
ES1,C00102,IT0001040,05-JAN-2014 12.00.00.000000000 AM,254811,72,19-JAN-2014 12.00.00.000000000 AM,21300255,72
ES1,C00102,IT0001151,05-JAN-2014 12.00.00.000000000 AM,254811,56,08-JAN-2014 12.00.00.000000000 AM,21300091,56
ES1,C00151,IT0001249,05-JAN-2014 12.00.00.000000000 AM,254814,160,09-JAN-2014 12.00.00.000000000 AM,21300124,160
ES1,C00366,IT0001088,06-JAN-2014 12.00.00.000000000 AM,254815,320,06-JAN-2014 12.00.00.000000000 AM,21300076,320
ES3,C00335,IT0001012,06-JAN-2014 12.00.00.000000000 AM,254823,1000,07-JAN-2014 12.00.00.000000000 AM,21300103,500
ES3,C00335,IT0001012,06-JAN-2014 12.00.00.000000000 AM,254823,1000,07-JAN-2014 12.00.00.000000000 AM,21300103,500
ES3,C00335,IT0001124,06-JAN-2014 12.00.00.000000000 AM,254823,64,07-JAN-2014 12.00.00.000000000 AM,21300103,64
ES3,C00276,IT0001076,06-JAN-2014 12.00.00.000000000 AM,254826,3750,10-JAN-2014 12.00.00.000000000 AM,21300149,1000
ES3,C00276,IT0001076,06-JAN-2014 12.00.00.000000000 AM,254826,3750,13-JAN-2014 12.00.00.000000000 AM,21300189,1000
ES3,C00276,IT0001076,06-JAN-2014 12.00.00.000000000 AM,254826,3750,17-JAN-2014 12.00.00.000000000 AM,21300258,1000
ES3,C00276,IT0001076,06-JAN-2014 12.00.00.000000000 AM,254826,3750,23-FEB-2014 12.00.00.000000000 AM,21300876,750
ES1,C00102,IT0001113,08-JAN-2014 12.00.00.000000000 AM,254837,72,10-JAN-2014 12.00.00.000000000 AM,21300122,72
ES3,C00128,IT0001020,09-JAN-2014 12.00.00.000000000 AM,254838,480,10-JAN-2014 12.00.00.000000000 AM,21300143,320
ES3,C00128,IT0001020,09-JAN-2014 12.00.00.000000000 AM,254838,480,12-JAN-2014 12.00.00.000000000 AM,21300158,160
ES1,C00246,IT0001040,10-JAN-2014 12.00.00.000000000 AM,254849,72,14-JAN-2014 12.00.00.000000000 AM,21300211,72
ES3,C00196,IT0001012,10-JAN-2014 12.00.00.000000000 AM,254852,1500,12-JAN-2014 12.00.00.000000000 AM,21300170,1000
ES3,C00196,IT0001012,10-JAN-2014 12.00.00.000000000 AM,254852,1500,29-JAN-2014 12.00.00.000000000 AM,21300442,500
ES3,C00265,IT0001197,13-JAN-2014 12.00.00.000000000 AM,254864,200,28-JAN-2014 12.00.00.000000000 AM,21300406,200
ES3,C00128,IT0001076,14-JAN-2014 12.00.00.000000000 AM,254871,1000,14-JAN-2014 12.00.00.000000000 AM,21300207,1000
ES1,C00283,IT0001040,15-JAN-2014 12.00.00.000000000 AM,254880,72,15-JAN-2014 12.00.00.000000000 AM,21300222,72
ES1,C00283,IT0001162,15-JAN-2014 12.00.00.000000000 AM,254881,40,16-JAN-2014 12.00.00.000000000 AM,21300223,40
ES3,C00301,IT0001012,15-JAN-2014 12.00.00.000000000 AM,254883,1000,19-JAN-2014 12.00.00.000000000 AM,21300281,750
ES3,C00301,IT0001012,15-JAN-2014 12.00.00.000000000 AM,254883,1000,22-JAN-2014 12.00.00.000000000 AM,21300344,250
ES1,C00312,IT0001433,16-JAN-2014 12.00.00.000000000 AM,254887,8,21-JAN-2014 12.00.00.000000000 AM,21300321,8
ES3,C00238,IT0001076,17-JAN-2014 12.00.00.000000000 AM,254891,250,19-JAN-2014 12.00.00.000000000 AM,21300278,250
ES3,C00159,IT0001076,16-JAN-2014 12.00.00.000000000 AM,254894,1250,16-FEB-2014 12.00.00.000000000 AM,21300732,1000
ES3,C00159,IT0001076,16-JAN-2014 12.00.00.000000000 AM,254894,1250,16-FEB-2014 12.00.00.000000000 AM,21300750,250
ES1,C00246,IT0001012,19-JAN-2014 12.00.00.000000000 AM,254895,250,20-JAN-2014 12.00.00.000000000 AM,21300301,250
ES3,C00314,IT0001108,19-JAN-2014 12.00.00.000000000 AM,254904,130,23-FEB-2014 12.00.00.000000000 AM,21300878,130
ES3,C00314,IT0001020,19-JAN-2014 12.00.00.000000000 AM,254904,320,20-JAN-2014 12.00.00.000000000 AM,21300304,160
ES3,C00314,IT0001020,19-JAN-2014 12.00.00.000000000 AM,254904,320,30-JAN-2014 12.00.00.000000000 AM,21300474,160
ES3,C00240,IT0001151,19-JAN-2014 12.00.00.000000000 AM,254907,32,21-JAN-2014 12.00.00.000000000 AM,21300326,32
ES3,C00316,IT0001076,20-JAN-2014 12.00.00.000000000 AM,254918,750,28-JAN-2014 12.00.00.000000000 AM,21300427,500
ES3,C00316,IT0001076,20-JAN-2014 12.00.00.000000000 AM,254918,750,03-FEB-2014 12.00.00.000000000 AM,21300507,250
ES3,C00316,IT0001151,20-JAN-2014 12.00.00.000000000 AM,254918,64,28-JAN-2014 12.00.00.000000000 AM,21300427,64
ES3,C00316,IT0001088,24-FEB-2014 12.00.00.000000000 AM,255130,160,26-FEB-2014 12.00.00.000000000 AM,21300959,160
ES3,C00313,IT0001012,27-FEB-2014 12.00.00.000000000 AM,255144,500,27-FEB-2014 12.00.00.000000000 AM,21300974,250
ES3,C00111,IT0001357,25-NOV-2013 12.00.00.000000000 AM,254606,15,25-FEB-2014 12.00.00.000000000 AM,21300909,15
ES3,C00340,IT0001124,16-DEC-2013 12.00.00.000000000 AM,254711,8,05-FEB-2014 12.00.00.000000000 AM,21300532,8
ES3,C00316,IT0001415,19-DEC-2013 12.00.00.000000000 AM,254743,2,09-JAN-2014 12.00.00.000000000 AM,21300126,2
ES1,C00140,IT0001376,23-DEC-2013 12.00.00.000000000 AM,254757,5,08-JAN-2014 12.00.00.000000000 AM,21300094,5
ES3,C00311,IT0001068,29-JAN-2014 12.00.00.000000000 AM,254955,144,29-JAN-2014 12.00.00.000000000 AM,21300459,72
ES3,C00311,IT0001068,29-JAN-2014 12.00.00.000000000 AM,254955,144,10-FEB-2014 12.00.00.000000000 AM,21300646,72
ES1,C00196,IT0001376,07-FEB-2014 12.00.00.000000000 AM,254966,3,18-FEB-2014 12.00.00.000000000 AM,21300792,3
ES1,C00110,IT0001040,30-JAN-2014 12.00.00.000000000 AM,254967,72,18-FEB-2014 12.00.00.000000000 AM,21300766,72
ES1,C00110,IT0001076,30-JAN-2014 12.00.00.000000000 AM,254967,500,18-FEB-2014 12.00.00.000000000 AM,21300789,500
ES1,C00351,IT0001488,30-JAN-2014 12.00.00.000000000 AM,254970,25,04-FEB-2014 12.00.00.000000000 AM,21300511,25
ES3,C00127,IT0001012,30-JAN-2014 12.00.00.000000000 AM,254978,2000,05-FEB-2014 12.00.00.000000000 AM,21300534,1250
ES3,C00127,IT0001012,30-JAN-2014 12.00.00.000000000 AM,254978,2000,05-FEB-2014 12.00.00.000000000 AM,21300553,750
ES3,C00127,IT0001068,30-JAN-2014 12.00.00.000000000 AM,254978,144,05-FEB-2014 12.00.00.000000000 AM,21300534,72
ES3,C00127,IT0001068,30-JAN-2014 12.00.00.000000000 AM,254978,144,12-FEB-2014 12.00.00.000000000 AM,21300682,72
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,17-FEB-2014 12.00.00.000000000 AM,21300749,250
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,18-FEB-2014 12.00.00.000000000 AM,21300776,500
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,19-FEB-2014 12.00.00.000000000 AM,21300790,250
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,21-FEB-2014 12.00.00.000000000 AM,21300826,250
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,26-FEB-2014 12.00.00.000000000 AM,21300920,250
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,12-FEB-2014 12.00.00.000000000 AM,21300686,500
ES1,C00140,IT0001012,02-FEB-2014 12.00.00.000000000 AM,254986,2500,13-FEB-2014 12.00.00.000000000 AM,21300686,250
ES1,C00140,IT0001040,02-FEB-2014 12.00.00.000000000 AM,254986,72,13-FEB-2014 12.00.00.000000000 AM,21300686,72
ES3,C00311,IT0001020,05-FEB-2014 12.00.00.000000000 AM,255012,320,09-FEB-2014 12.00.00.000000000 AM,21300597,320
ES3,C00311,IT0001130,05-FEB-2014 12.00.00.000000000 AM,255013,40,17-FEB-2014 12.00.00.000000000 AM,21300781,40
ES3,C00205,IT0001433,05-FEB-2014 12.00.00.000000000 AM,255017,25,06-FEB-2014 12.00.00.000000000 AM,21300579,25
ES3,C00205,IT0001124,05-FEB-2014 12.00.00.000000000 AM,255017,160,10-FEB-2014 12.00.00.000000000 AM,21300652,32
ES3,C00205,IT0001130,05-FEB-2014 12.00.00.000000000 AM,255017,160,10-FEB-2014 12.00.00.000000000 AM,21300652,8
ES3,C00205,IT0001130,05-FEB-2014 12.00.00.000000000 AM,255017,160,11-FEB-2014 12.00.00.000000000 AM,21300652,152
ES3,C00205,IT0001020,05-FEB-2014 12.00.00.000000000 AM,255017,800,07-FEB-2014 12.00.00.000000000 AM,21300603,320
ES3,C00205,IT0001020,05-FEB-2014 12.00.00.000000000 AM,255017,800,10-FEB-2014 12.00.00.000000000 AM,21300652,160
ES3,C00205,IT0001124,05-FEB-2014 12.00.00.000000000 AM,255017,160,06-FEB-2014 12.00.00.000000000 AM,21300579,128
ES3,C00205,IT0001020,05-FEB-2014 12.00.00.000000000 AM,255017,800,05-FEB-2014 12.00.00.000000000 AM,21300571,320
ES1,C00316,IT0001076,06-FEB-2014 12.00.00.000000000 AM,255023,250,07-FEB-2014 12.00.00.000000000 AM,21300588,250
ES3,C00257,IT0001088,09-FEB-2014 12.00.00.000000000 AM,255043,320,10-FEB-2014 12.00.00.000000000 AM,21300619,320
ES1,C00205,IT0001381,12-FEB-2014 12.00.00.000000000 AM,255058,20,18-FEB-2014 12.00.00.000000000 AM,21300778,20
ES3,C00316,IT0001151,12-FEB-2014 12.00.00.000000000 AM,255061,40,18-FEB-2014 12.00.00.000000000 AM,21300797,40
ES1,C00315,IT0001415,17-FEB-2014 12.00.00.000000000 AM,255080,20,20-FEB-2014 12.00.00.000000000 AM,21300818,20
ES3,C00205,IT0001415,18-FEB-2014 12.00.00.000000000 AM,255081,40,26-FEB-2014 12.00.00.000000000 AM,21300948,40
ES3,C00205,IT0001159,18-FEB-2014 12.00.00.000000000 AM,255081,256,26-FEB-2014 12.00.00.000000000 AM,21300948,104
ES3,C00205,IT0001159,18-FEB-2014 12.00.00.000000000 AM,255081,256,27-FEB-2014 12.00.00.000000000 AM,21300966,152
ES3,C00205,IT0001088,18-FEB-2014 12.00.00.000000000 AM,255081,1280,23-FEB-2014 12.00.00.000000000 AM,21300873,640
ES3,C00205,IT0001088,18-FEB-2014 12.00.00.000000000 AM,255081,1280,24-FEB-2014 12.00.00.000000000 AM,21300898,160
ES3,C00205,IT0001088,18-FEB-2014 12.00.00.000000000 AM,255081,1280,25-FEB-2014 12.00.00.000000000 AM,21300922,320
ES3,C00205,IT0001088,18-FEB-2014 12.00.00.000000000 AM,255081,1280,26-FEB-2014 12.00.00.000000000 AM,21300948,160
ES1,C00170,IT0001133,19-FEB-2014 12.00.00.000000000 AM,255095,80,21-FEB-2014 12.00.00.000000000 AM,21300849,80
ES3,C00128,IT0001020,19-FEB-2014 12.00.00.000000000 AM,255096,160,20-FEB-2014 12.00.00.000000000 AM,21300819,160
ES1,C00107,IT0001450,23-FEB-2014 12.00.00.000000000 AM,255103,3,23-FEB-2014 12.00.00.000000000 AM,21300857,3
ES3,C00313,IT0001088,20-FEB-2014 12.00.00.000000000 AM,255104,160,21-FEB-2014 12.00.00.000000000 AM,21300859,160
ES3,C00335,IT0001076,20-FEB-2014 12.00.00.000000000 AM,255106,250,21-FEB-2014 12.00.00.000000000 AM,21300860,250
ES3,C00196,IT0001020,21-FEB-2014 12.00.00.000000000 AM,255107,320,23-FEB-2014 12.00.00.000000000 AM,21300881,320
ES1,C00315,IT0001124,23-FEB-2014 12.00.00.000000000 AM,255113,64,25-FEB-2014 12.00.00.000000000 AM,21300906,64
ES1,C00315,IT0001481,23-FEB-2014 12.00.00.000000000 AM,255113,25,25-FEB-2014 12.00.00.000000000 AM,21300906,25
ES3,C00311,IT0001076,21-JAN-2014 12.00.00.000000000 AM,254929,500,26-JAN-2014 12.00.00.000000000 AM,21300381,250
ES1,C00313,IT0001088,22-JAN-2014 12.00.00.000000000 AM,254932,480,23-JAN-2014 12.00.00.000000000 AM,21300370,480
ES3,C00316,IT0001076,23-JAN-2014 12.00.00.000000000 AM,254940,250,28-JAN-2014 12.00.00.000000000 AM,21300428,250
ES1,C00301,IT0001159,28-JAN-2014 12.00.00.000000000 AM,254946,120,03-FEB-2014 12.00.00.000000000 AM,21300499,120
ES3,C00311,IT0001076,29-JAN-2014 12.00.00.000000000 AM,254955,500,29-JAN-2014 12.00.00.000000000 AM,21300459,500
ES3,C00173,IT0001494,06-OCT-2013 12.00.00.000000000 AM,219726,50,02-JAN-2014 12.00.00.000000000 AM,21300004,50
ES1,C00237,IT0001159,27-NOV-2013 12.00.00.000000000 AM,219795,300,05-JAN-2014 12.00.00.000000000 AM,21300036,84
ES1,C00206,IT0001433,27-NOV-2013 12.00.00.000000000 AM,219796,31,27-JAN-2014 12.00.00.000000000 AM,21300383,1
ES1,C00187,IT0001026,28-NOV-2013 12.00.00.000000000 AM,219799,500,10-JAN-2014 12.00.00.000000000 AM,21300118,500
ES1,C00142,IT0001096,04-DEC-2013 12.00.00.000000000 AM,219806,1600,03-JAN-2014 12.00.00.000000000 AM,21300009,160
ES1,C00142,IT0001096,04-DEC-2013 12.00.00.000000000 AM,219806,1600,05-JAN-2014 12.00.00.000000000 AM,21300025,1280
ES1,C00256,IT0001208,25-DEC-2013 12.00.00.000000000 AM,219826,130,19-JAN-2014 12.00.00.000000000 AM,21300250,130
