,ORDERDATE,DELIVEREDQUANTITY
37143,05-01-2017,250
37144,05-01-2017,250
37187,06-01-2017,1000
37197,06-01-2017,250
37214,06-01-2017,750
37222,06-01-2017,250
37259,09-01-2017,500
37260,09-01-2017,500
37279,10-01-2017,500
37280,10-01-2017,500
37281,10-01-2017,500
37288,10-01-2017,75
37290,10-01-2017,1000
37314,10-01-2017,500
37315,10-01-2017,250
37316,10-01-2017,250
37317,10-01-2017,250
37318,10-01-2017,250
37332,10-01-2017,250
37334,11-01-2017,250
37358,11-01-2017,250
37359,11-01-2017,500
37362,12-01-2017,250
37363,12-01-2017,250
37372,12-01-2017,250
37388,12-01-2017,500
37393,12-01-2017,500
37394,12-01-2017,500
37395,12-01-2017,500
37396,12-01-2017,250
37397,12-01-2017,250
37414,13-01-2017,250
37436,14-01-2017,500
37464,16-01-2017,250
37465,16-01-2017,250
37466,16-01-2017,250
37467,16-01-2017,250
37468,16-01-2017,250
37476,16-01-2017,750
37477,16-01-2017,250
37496,17-01-2017,500
37497,17-01-2017,250
37498,17-01-2017,500
37499,17-01-2017,500
37500,17-01-2017,250
37501,17-01-2017,250
37502,17-01-2017,250
37503,17-01-2017,500
37505,17-01-2017,500
37506,17-01-2017,750
37507,17-01-2017,500
37509,17-01-2017,250
37510,17-01-2017,500
37511,17-01-2017,1000
37512,17-01-2017,500
37513,17-01-2017,500
37514,17-01-2017,250
37515,17-01-2017,1000
37524,17-01-2017,250
37525,17-01-2017,500
37526,17-01-2017,250
37527,17-01-2017,500
37553,17-01-2017,250
37563,17-01-2017,500
37564,17-01-2017,500
37570,17-01-2017,1250
37571,17-01-2017,750
37637,18-01-2017,1250
37638,18-01-2017,1250
37665,18-01-2017,250
37669,18-01-2017,500
37670,18-01-2017,500
37671,18-01-2017,750
37672,18-01-2017,500
37674,18-01-2017,500
37675,18-01-2017,1250
37676,18-01-2017,750
37679,18-01-2017,250
37692,18-01-2017,500
37698,18-01-2017,250
37699,18-01-2017,250
37700,18-01-2017,500
37701,18-01-2017,1500
37702,18-01-2017,250
37719,19-01-2017,500
37720,19-01-2017,500
37721,19-01-2017,250
37734,19-01-2017,500
37744,19-01-2017,250
37746,20-01-2017,500
37747,20-01-2017,500
37748,20-01-2017,500
37750,20-01-2017,500
37757,20-01-2017,250
37760,20-01-2017,750
37761,20-01-2017,500
37765,20-01-2017,250
37818,21-01-2017,500
37837,21-01-2017,250
37904,23-01-2017,750
37908,24-01-2017,500
37922,24-01-2017,500
37923,24-01-2017,1000
37924,24-01-2017,250
37925,24-01-2017,250
37926,24-01-2017,500
37944,24-01-2017,200
37968,24-01-2017,500
37995,25-01-2017,250
37996,25-01-2017,500
37997,25-01-2017,500
37998,25-01-2017,500
37999,25-01-2017,500
38000,25-01-2017,250
38001,25-01-2017,750
38002,25-01-2017,500
38003,25-01-2017,500
38008,25-01-2017,500
38009,25-01-2017,250
38036,25-01-2017,250
38043,26-01-2017,250
38044,26-01-2017,250
38048,26-01-2017,250
38049,26-01-2017,250
38050,26-01-2017,1000
38051,26-01-2017,250
38052,26-01-2017,250
38093,26-01-2017,500
38118,28-01-2017,250
38119,28-01-2017,250
38120,28-01-2017,250
38121,28-01-2017,250
38122,28-01-2017,250
38123,28-01-2017,250
38136,28-01-2017,300
38138,28-01-2017,1000
38149,30-01-2017,250
38168,30-01-2017,750
38169,30-01-2017,250
38174,31-01-2017,500
38175,31-01-2017,250
38176,31-01-2017,750
38187,31-01-2017,500
38188,31-01-2017,500
38189,31-01-2017,250
38190,31-01-2017,250
38252,01-02-2017,250
38253,01-02-2017,250
38288,01-02-2017,250
38289,01-02-2017,750
38290,01-02-2017,500
38291,01-02-2017,500
38296,01-02-2017,250
38297,01-02-2017,250
38298,01-02-2017,250
38299,01-02-2017,500
38300,01-02-2017,250
38314,02-02-2017,1000
38315,02-02-2017,250
38316,02-02-2017,750
38317,02-02-2017,500
38341,02-02-2017,250
38342,02-02-2017,250
38361,03-02-2017,250
38379,03-02-2017,1000
38380,03-02-2017,1000
38395,03-02-2017,750
38396,03-02-2017,1250
38397,03-02-2017,500
38398,03-02-2017,250
38399,03-02-2017,250
38400,03-02-2017,1000
38401,03-02-2017,500
38402,03-02-2017,250
38403,03-02-2017,250
38424,04-02-2017,1000
38454,06-02-2017,500
38455,06-02-2017,250
38469,07-02-2017,250
38473,07-02-2017,250
38474,07-02-2017,500
38475,07-02-2017,1000
38476,07-02-2017,1000
38478,07-02-2017,750
38479,07-02-2017,750
38480,07-02-2017,250
38481,07-02-2017,500
38482,07-02-2017,250
38494,07-02-2017,250
38539,09-02-2017,250
38540,09-02-2017,250
38541,09-02-2017,750
38542,09-02-2017,250
38556,09-02-2017,750
38557,09-02-2017,250
38597,09-02-2017,250
38598,09-02-2017,1000
38599,09-02-2017,250
38600,09-02-2017,500
38617,09-02-2017,750
38618,09-02-2017,1000
38619,09-02-2017,2000
38620,09-02-2017,250
38648,10-02-2017,1250
38658,10-02-2017,750
38659,10-02-2017,250
38681,10-02-2017,250
38682,10-02-2017,250
38691,10-02-2017,750
38692,10-02-2017,500
38694,10-02-2017,250
38695,10-02-2017,750
38696,10-02-2017,250
38700,10-02-2017,250
38702,10-02-2017,750
38703,10-02-2017,750
38704,10-02-2017,500
38705,10-02-2017,250
38717,11-02-2017,250
38718,11-02-2017,500
38719,11-02-2017,1250
38720,11-02-2017,500
38733,11-02-2017,250
38734,11-02-2017,250
38735,11-02-2017,250
38736,11-02-2017,500
38737,11-02-2017,1250
38741,11-02-2017,750
38742,11-02-2017,250
38743,11-02-2017,500
38744,11-02-2017,250
38745,11-02-2017,500
38746,11-02-2017,500
38747,11-02-2017,500
38748,11-02-2017,250
38749,11-02-2017,500
38750,11-02-2017,250
38751,11-02-2017,250
38752,11-02-2017,250
38753,11-02-2017,250
38754,11-02-2017,500
38755,11-02-2017,250
38775,11-02-2017,1000
38776,11-02-2017,500
38777,11-02-2017,750
38778,11-02-2017,250
38804,11-02-2017,250
38805,11-02-2017,500
38806,11-02-2017,500
38807,11-02-2017,250
38808,11-02-2017,250
38809,11-02-2017,250
38810,11-02-2017,500
38811,11-02-2017,250
38826,11-02-2017,750
38827,11-02-2017,500
38828,11-02-2017,250
38829,11-02-2017,500
38839,11-02-2017,500
38845,11-02-2017,250
38846,11-02-2017,250
38847,11-02-2017,500
38848,11-02-2017,250
38849,11-02-2017,500
38850,11-02-2017,250
38851,11-02-2017,500
38860,11-02-2017,500
38875,11-02-2017,750
38876,11-02-2017,500
38877,11-02-2017,250
38891,11-02-2017,250
38892,11-02-2017,500
38893,11-02-2017,250
38894,11-02-2017,500
38895,11-02-2017,250
38896,11-02-2017,500
38897,11-02-2017,250
38941,13-02-2017,250
38947,13-02-2017,350
38960,14-02-2017,1500
38961,14-02-2017,250
38962,14-02-2017,1000
38963,14-02-2017,750
38964,14-02-2017,750
38965,14-02-2017,250
38966,14-02-2017,500
38967,14-02-2017,750
38968,14-02-2017,250
38969,14-02-2017,250
38970,14-02-2017,250
38971,14-02-2017,250
38974,14-02-2017,250
38988,14-02-2017,1000
38995,14-02-2017,250
39027,15-02-2017,1000
39030,15-02-2017,250
39031,15-02-2017,500
39033,15-02-2017,500
39034,15-02-2017,250
39049,15-02-2017,250
39079,15-02-2017,250
39082,16-02-2017,250
39131,17-02-2017,500
39132,17-02-2017,250
39133,17-02-2017,250
39134,17-02-2017,500
39135,17-02-2017,1000
39136,17-02-2017,500
39137,17-02-2017,500
39138,17-02-2017,1750
39139,17-02-2017,250
39164,17-02-2017,500
39165,17-02-2017,250
39166,17-02-2017,750
39196,17-02-2017,750
39208,17-02-2017,250
39210,17-02-2017,250
39211,17-02-2017,500
39212,17-02-2017,250
39213,17-02-2017,500
39214,17-02-2017,750
39215,17-02-2017,500
39216,17-02-2017,250
39240,17-02-2017,250
39241,18-02-2017,250
39242,18-02-2017,500
39243,18-02-2017,1000
39244,18-02-2017,250
39258,18-02-2017,250
39259,18-02-2017,1000
39260,18-02-2017,500
39261,18-02-2017,750
39282,18-02-2017,250
39283,18-02-2017,1000
39289,18-02-2017,750
39290,18-02-2017,500
39296,18-02-2017,750
39297,18-02-2017,1000
39298,18-02-2017,500
39299,18-02-2017,250
39312,18-02-2017,2000
39313,18-02-2017,250
39314,18-02-2017,500
39315,18-02-2017,250
39316,18-02-2017,250
39318,18-02-2017,250
39319,18-02-2017,500
39320,18-02-2017,250
39321,18-02-2017,250
39322,18-02-2017,1000
39323,18-02-2017,1000
39336,18-02-2017,250
39337,18-02-2017,250
39338,18-02-2017,250
39339,18-02-2017,250
39343,20-02-2017,750
39347,20-02-2017,250
39373,21-02-2017,250
39385,21-02-2017,250
39392,21-02-2017,250
39393,21-02-2017,750
39394,21-02-2017,500
39395,21-02-2017,250
39396,21-02-2017,500
39397,21-02-2017,250
39400,21-02-2017,500
39401,21-02-2017,500
39402,21-02-2017,750
39403,21-02-2017,750
39512,22-02-2017,500
39513,22-02-2017,250
39523,22-02-2017,1000
39524,22-02-2017,750
39525,22-02-2017,500
39526,22-02-2017,750
39527,22-02-2017,750
39549,23-02-2017,1000
39550,23-02-2017,250
39551,23-02-2017,250
39552,23-02-2017,250
39554,23-02-2017,250
39558,23-02-2017,750
39559,23-02-2017,500
39560,23-02-2017,500
39571,23-02-2017,750
39588,23-02-2017,750
39589,23-02-2017,500
39590,23-02-2017,750
39663,25-02-2017,250
39679,27-02-2017,250
39680,27-02-2017,500
39708,28-02-2017,500
39719,01-03-2017,500
39720,01-03-2017,500
39765,02-03-2017,1000
39770,02-03-2017,500
39771,02-03-2017,500
39791,02-03-2017,500
39800,02-03-2017,500
39807,02-03-2017,250
39829,03-03-2017,500
39830,03-03-2017,250
39834,03-03-2017,250
39835,03-03-2017,250
39836,03-03-2017,250
39856,03-03-2017,250
39863,03-03-2017,750
39864,03-03-2017,750
39867,03-03-2017,250
39868,03-03-2017,500
39869,03-03-2017,250
39870,03-03-2017,500
39877,03-03-2017,750
39878,03-03-2017,500
39879,03-03-2017,500
39880,03-03-2017,250
39888,03-03-2017,250
39893,03-03-2017,500
39938,05-03-2017,25
39947,06-03-2017,250
39948,06-03-2017,500
39951,06-03-2017,500
39952,06-03-2017,1000
39954,06-03-2017,750
39955,06-03-2017,750
39960,06-03-2017,-250
39972,06-03-2017,500
39973,06-03-2017,250
39974,06-03-2017,750
39975,06-03-2017,250
39998,06-03-2017,250
39999,07-03-2017,500
40034,07-03-2017,1000
40041,07-03-2017,250
40042,07-03-2017,250
40076,08-03-2017,500
40077,08-03-2017,750
40078,08-03-2017,500
40079,08-03-2017,250
40102,08-03-2017,250
40169,10-03-2017,1000
40170,10-03-2017,500
40171,10-03-2017,250
40172,10-03-2017,250
40173,10-03-2017,500
40206,10-03-2017,1000
40207,10-03-2017,250
40208,10-03-2017,500
40209,10-03-2017,750
40240,10-03-2017,250
40245,10-03-2017,250
40246,10-03-2017,250
40247,10-03-2017,250
40264,12-03-2017,250
40265,12-03-2017,250
40274,12-03-2017,250
40278,12-03-2017,500
40323,13-03-2017,750
40324,13-03-2017,500
40325,13-03-2017,750
40326,13-03-2017,500
40339,14-03-2017,250
40340,14-03-2017,250
40361,14-03-2017,250
40372,14-03-2017,500
40374,14-03-2017,500
40375,14-03-2017,250
40376,14-03-2017,1000
40386,14-03-2017,250
40387,14-03-2017,250
40388,14-03-2017,500
40393,14-03-2017,500
40407,15-03-2017,500
40411,15-03-2017,750
40431,15-03-2017,250
40448,15-03-2017,250
40451,15-03-2017,500
40484,16-03-2017,250
40485,16-03-2017,250
40486,16-03-2017,1000
40487,16-03-2017,1000
40488,16-03-2017,500
40490,16-03-2017,750
40534,17-03-2017,500
40535,17-03-2017,500
40536,17-03-2017,500
40544,17-03-2017,250
40552,17-03-2017,250
40553,17-03-2017,1000
40554,17-03-2017,750
40555,17-03-2017,250
40556,17-03-2017,250
40574,20-03-2017,250
40575,20-03-2017,250
40587,20-03-2017,250
40623,21-03-2017,750
40630,21-03-2017,500
40631,21-03-2017,500
40632,21-03-2017,1000
40635,21-03-2017,500
40695,22-03-2017,250
40696,22-03-2017,500
40698,22-03-2017,250
40723,22-03-2017,250
40724,22-03-2017,750
40725,22-03-2017,250
40726,22-03-2017,750
40727,22-03-2017,250
40765,22-03-2017,1000
40767,22-03-2017,750
40768,22-03-2017,250
40769,22-03-2017,500
40770,22-03-2017,500
40856,24-03-2017,250
40857,24-03-2017,250
40858,24-03-2017,250
40859,24-03-2017,500
40870,24-03-2017,250
40871,24-03-2017,500
40872,24-03-2017,500
40873,24-03-2017,250
40874,24-03-2017,250
40875,24-03-2017,500
40876,24-03-2017,250
40877,24-03-2017,500
40894,24-03-2017,250
40913,27-03-2017,250
40918,27-03-2017,750
40943,28-03-2017,500
40944,28-03-2017,1000
40945,28-03-2017,500
40981,28-03-2017,250
41008,28-03-2017,1000
41009,28-03-2017,500
41010,28-03-2017,250
41012,28-03-2017,250
41059,29-03-2017,250
41060,29-03-2017,250
41061,29-03-2017,500
41075,29-03-2017,250
41076,29-03-2017,750
41077,29-03-2017,250
41078,29-03-2017,250
41137,31-03-2017,750
41138,31-03-2017,750
41139,31-03-2017,1000
41140,31-03-2017,1000
41141,31-03-2017,1250
41142,31-03-2017,250
41148,31-03-2017,500
41189,03-04-2017,250
41190,03-04-2017,500
41191,03-04-2017,500
41207,03-04-2017,1000
41208,03-04-2017,250
41260,03-04-2017,250
41261,03-04-2017,250
41274,03-04-2017,500
41275,03-04-2017,250
41276,03-04-2017,250
41331,04-04-2017,250
41338,05-04-2017,500
41363,06-04-2017,750
41366,06-04-2017,500
41367,06-04-2017,250
41368,06-04-2017,750
41369,06-04-2017,250
41370,06-04-2017,250
41382,06-04-2017,1500
41383,06-04-2017,500
41385,06-04-2017,500
41386,06-04-2017,750
41387,06-04-2017,500
41388,06-04-2017,250
41389,06-04-2017,500
41390,06-04-2017,750
41391,06-04-2017,500
41392,06-04-2017,1000
41393,06-04-2017,1000
41440,07-04-2017,1000
41453,07-04-2017,250
41454,07-04-2017,1000
41455,07-04-2017,1000
41456,07-04-2017,750
41457,07-04-2017,750
41458,07-04-2017,500
41459,07-04-2017,500
41464,07-04-2017,250
41467,07-04-2017,500
41468,07-04-2017,250
41469,07-04-2017,250
41470,07-04-2017,500
41471,07-04-2017,250
41472,07-04-2017,250
41473,07-04-2017,250
41474,07-04-2017,250
41475,07-04-2017,250
41476,07-04-2017,250
41477,07-04-2017,250
41478,07-04-2017,250
41479,07-04-2017,250
41480,07-04-2017,250
41481,07-04-2017,250
41482,07-04-2017,750
41484,07-04-2017,1250
41485,07-04-2017,750
41486,07-04-2017,500
41487,07-04-2017,500
41512,07-04-2017,250
41518,09-04-2017,500
41524,09-04-2017,250
41525,09-04-2017,750
41526,09-04-2017,250
41545,09-04-2017,250
41546,09-04-2017,250
41547,09-04-2017,750
41548,09-04-2017,500
41549,09-04-2017,500
41550,09-04-2017,500
41551,09-04-2017,250
41605,10-04-2017,500
41610,10-04-2017,250
41611,10-04-2017,250
41612,10-04-2017,250
41614,10-04-2017,500
41615,10-04-2017,250
41617,10-04-2017,250
41620,10-04-2017,500
41621,10-04-2017,250
41624,10-04-2017,500
41679,12-04-2017,250
41680,12-04-2017,500
41681,12-04-2017,750
41682,12-04-2017,500
41683,12-04-2017,500
41701,12-04-2017,250
41702,12-04-2017,500
41703,12-04-2017,250
41704,12-04-2017,250
41733,13-04-2017,750
41734,13-04-2017,750
41762,13-04-2017,500
41765,13-04-2017,250
41766,13-04-2017,1000
41767,13-04-2017,250
41768,13-04-2017,750
41769,13-04-2017,750
41778,14-04-2017,500
41785,14-04-2017,500
41793,16-04-2017,250
41794,16-04-2017,500
41817,16-04-2017,250
41861,16-04-2017,250
41862,16-04-2017,500
41863,16-04-2017,750
41918,17-04-2017,250
41945,17-04-2017,250
41962,18-04-2017,250
41989,18-04-2017,1000
42003,18-04-2017,250
42004,18-04-2017,750
42005,18-04-2017,250
42067,21-04-2017,250
42096,21-04-2017,500
42097,21-04-2017,500
42098,21-04-2017,500
42116,21-04-2017,250
42117,21-04-2017,250
42118,21-04-2017,500
42124,21-04-2017,500
42125,21-04-2017,750
42126,21-04-2017,500
42127,21-04-2017,500
42128,21-04-2017,250
42140,23-04-2017,250
42141,23-04-2017,750
42145,23-04-2017,750
42146,23-04-2017,500
42147,23-04-2017,250
42151,23-04-2017,1000
42152,23-04-2017,500
42153,23-04-2017,1000
42178,23-04-2017,250
42198,24-04-2017,1000
42199,24-04-2017,750
42200,24-04-2017,250
42204,24-04-2017,500
42284,27-04-2017,500
42317,27-04-2017,1000
42318,27-04-2017,250
42319,27-04-2017,500
42320,27-04-2017,1250
42387,28-04-2017,750
42388,28-04-2017,500
42399,01-05-2017,250
42428,01-05-2017,750
42429,01-05-2017,250
42430,01-05-2017,250
42440,02-05-2017,1250
42441,02-05-2017,1000
42442,02-05-2017,750
42446,02-05-2017,500
42447,02-05-2017,250
42448,02-05-2017,250
42449,02-05-2017,750
42450,02-05-2017,250
42451,02-05-2017,500
42473,02-05-2017,750
42474,02-05-2017,750
42475,02-05-2017,1000
42484,02-05-2017,1500
42485,02-05-2017,250
42486,02-05-2017,1500
42487,02-05-2017,250
42488,02-05-2017,500
42489,02-05-2017,250
42490,02-05-2017,500
42518,02-05-2017,500
42526,03-05-2017,500
42527,03-05-2017,250
42540,03-05-2017,1000
42541,03-05-2017,250
42581,04-05-2017,250
42582,04-05-2017,250
42588,04-05-2017,1000
42592,04-05-2017,1000
42654,08-05-2017,750
42655,08-05-2017,250
42685,08-05-2017,2000
42686,08-05-2017,250
42687,08-05-2017,250
42690,08-05-2017,500
42694,08-05-2017,500
42695,08-05-2017,250
42707,08-05-2017,1000
42764,09-05-2017,250
42765,09-05-2017,1000
42766,09-05-2017,750
42769,09-05-2017,1000
42770,09-05-2017,250
42771,09-05-2017,250
42794,09-05-2017,250
42795,09-05-2017,1250
42796,09-05-2017,500
42797,09-05-2017,750
42798,09-05-2017,500
42840,11-05-2017,10
42872,12-05-2017,250
42873,12-05-2017,250
42892,12-05-2017,500
42901,12-05-2017,250
42939,12-05-2017,750
42940,12-05-2017,250
42941,12-05-2017,500
42942,12-05-2017,500
42943,12-05-2017,250
42944,12-05-2017,750
42945,12-05-2017,250
42946,12-05-2017,500
42947,12-05-2017,250
42952,12-05-2017,750
42953,12-05-2017,250
42954,12-05-2017,250
42957,14-05-2017,1000
42964,15-05-2017,250
42995,15-05-2017,750
42997,15-05-2017,250
43055,16-05-2017,250
43103,16-05-2017,250
43105,16-05-2017,750
43122,16-05-2017,250
43123,16-05-2017,250
43137,16-05-2017,250
43138,16-05-2017,500
43141,16-05-2017,750
43142,16-05-2017,250
43179,17-05-2017,1000
43181,17-05-2017,250
43190,17-05-2017,250
43191,17-05-2017,250
43235,18-05-2017,1000
43236,18-05-2017,750
43237,18-05-2017,250
43238,18-05-2017,500
43254,18-05-2017,750
43255,18-05-2017,750
43256,18-05-2017,1000
43303,19-05-2017,750
43304,19-05-2017,750
43305,19-05-2017,500
43317,19-05-2017,800
43329,21-05-2017,500
43330,21-05-2017,250
43331,21-05-2017,250
43332,21-05-2017,250
43333,21-05-2017,250
43334,21-05-2017,250
43336,21-05-2017,500
43337,21-05-2017,250
43356,21-05-2017,750
43372,22-05-2017,250
43398,22-05-2017,750
43399,22-05-2017,250
43403,23-05-2017,500
43404,23-05-2017,250
43405,23-05-2017,250
43413,23-05-2017,1000
43416,23-05-2017,500
43442,23-05-2017,750
43443,23-05-2017,250
43444,23-05-2017,500
43445,23-05-2017,250
43446,23-05-2017,250
43455,23-05-2017,1500
43458,23-05-2017,1000
43466,23-05-2017,250
43480,24-05-2017,2000
43481,24-05-2017,250
43484,24-05-2017,250
43508,24-05-2017,750
43515,24-05-2017,750
43516,24-05-2017,250
43517,24-05-2017,250
43518,24-05-2017,750
43523,25-05-2017,500
43524,25-05-2017,500
43552,25-05-2017,250
43562,25-05-2017,500
43569,25-05-2017,250
43570,25-05-2017,500
43571,25-05-2017,250
43572,25-05-2017,500
43573,25-05-2017,500
43585,25-05-2017,250
43586,25-05-2017,500
43594,25-05-2017,500
43621,26-05-2017,250
43643,28-05-2017,1000
43644,28-05-2017,250
43647,28-05-2017,750
43679,28-05-2017,500
43680,28-05-2017,1000
43681,28-05-2017,250
43728,30-05-2017,1500
43729,30-05-2017,500
43731,30-05-2017,750
43732,30-05-2017,250
43733,30-05-2017,500
43734,30-05-2017,500
43755,30-05-2017,1000
43756,30-05-2017,500
43762,30-05-2017,500
43763,30-05-2017,1000
43777,30-05-2017,250
43778,30-05-2017,250
43779,30-05-2017,500
43781,30-05-2017,500
43815,31-05-2017,1000
43816,31-05-2017,250
43817,31-05-2017,250
43818,31-05-2017,500
43819,31-05-2017,250
43820,31-05-2017,750
43821,31-05-2017,250
43822,31-05-2017,250
43844,31-05-2017,250
43846,31-05-2017,250
43881,02-06-2017,500
43908,02-06-2017,250
43909,02-06-2017,500
43910,02-06-2017,750
43911,02-06-2017,500
43919,02-06-2017,500
43936,04-06-2017,750
43946,05-06-2017,500
43947,05-06-2017,250
43988,05-06-2017,500
43989,05-06-2017,750
43990,05-06-2017,500
43991,05-06-2017,750
44013,06-06-2017,1750
44014,06-06-2017,250
44026,06-06-2017,250
44031,07-06-2017,250
44054,07-06-2017,500
44055,07-06-2017,1000
44056,07-06-2017,1000
44067,07-06-2017,750
44083,07-06-2017,750
44084,07-06-2017,500
44085,07-06-2017,1000
44086,07-06-2017,250
44098,08-06-2017,250
44113,08-06-2017,750
44114,08-06-2017,1750
44127,08-06-2017,250
44190,12-06-2017,750
44191,12-06-2017,750
44192,12-06-2017,750
44193,12-06-2017,250
44195,12-06-2017,500
44196,12-06-2017,250
44224,12-06-2017,250
44229,12-06-2017,1000
44244,12-06-2017,500
44245,12-06-2017,500
44246,12-06-2017,500
44247,12-06-2017,1000
44248,12-06-2017,1000
44249,12-06-2017,1000
44250,12-06-2017,750
44251,12-06-2017,750
44252,12-06-2017,1250
44253,12-06-2017,1500
44255,12-06-2017,1000
44256,12-06-2017,250
44285,13-06-2017,500
44286,13-06-2017,250
44287,13-06-2017,750
44288,13-06-2017,500
44289,13-06-2017,500
44293,13-06-2017,500
44294,13-06-2017,500
44295,13-06-2017,1000
44306,13-06-2017,1500
44307,13-06-2017,500
44308,13-06-2017,500
44309,13-06-2017,500
44319,13-06-2017,750
44320,13-06-2017,500
44321,13-06-2017,500
44322,13-06-2017,500
44323,13-06-2017,500
44324,13-06-2017,250
44328,14-06-2017,250
44329,14-06-2017,500
44336,14-06-2017,250
44342,14-06-2017,1250
44345,14-06-2017,750
44346,14-06-2017,500
44391,15-06-2017,250
44392,15-06-2017,250
44393,15-06-2017,250
44394,15-06-2017,250
44395,15-06-2017,250
44396,15-06-2017,500
44397,15-06-2017,500
44398,15-06-2017,250
44412,15-06-2017,250
44413,15-06-2017,750
44414,15-06-2017,250
44415,15-06-2017,500
44416,15-06-2017,750
44458,15-06-2017,250
44496,18-06-2017,250
44497,18-06-2017,500
44498,18-06-2017,500
44499,18-06-2017,250
44500,18-06-2017,1000
44503,18-06-2017,500
44534,19-06-2017,250
44545,20-06-2017,500
44556,21-06-2017,250
44557,21-06-2017,250
44622,23-06-2017,250
44661,23-06-2017,250
44678,23-06-2017,1000
44682,23-06-2017,500
44702,26-06-2017,500
44703,26-06-2017,250
44704,26-06-2017,500
44705,26-06-2017,250
44706,26-06-2017,500
44707,26-06-2017,500
44736,27-06-2017,250
44737,27-06-2017,250
44768,28-06-2017,250
44775,28-06-2017,250
44815,02-07-2017,500
44858,04-07-2017,500
44859,04-07-2017,750
44866,04-07-2017,750
44867,04-07-2017,500
44871,04-07-2017,250
44872,04-07-2017,500
44873,04-07-2017,500
44874,04-07-2017,250
44875,04-07-2017,500
44876,04-07-2017,500
44877,04-07-2017,500
44895,04-07-2017,1000
44896,04-07-2017,1500
44897,04-07-2017,250
44898,04-07-2017,750
44899,04-07-2017,1500
44924,04-07-2017,750
44925,04-07-2017,250
44926,04-07-2017,750
44927,04-07-2017,1000
44928,04-07-2017,750
44963,04-07-2017,250
44964,04-07-2017,1000
44965,04-07-2017,1000
44966,04-07-2017,250
44967,04-07-2017,250
44968,04-07-2017,250
44986,04-07-2017,500
44988,05-07-2017,250
44994,05-07-2017,500
44995,05-07-2017,500
45002,05-07-2017,2000
45009,10-07-2017,500
45028,10-07-2017,1000
45029,10-07-2017,500
45030,10-07-2017,250
45031,10-07-2017,250
45037,10-07-2017,500
45038,10-07-2017,500
45039,10-07-2017,250
45040,10-07-2017,750
45041,10-07-2017,1000
45071,11-07-2017,1000
45072,11-07-2017,250
45075,11-07-2017,500
45088,11-07-2017,750
45089,11-07-2017,500
45090,11-07-2017,500
45091,11-07-2017,750
45097,11-07-2017,250
45172,12-07-2017,2000
45176,12-07-2017,750
45188,12-07-2017,500
45189,12-07-2017,250
45200,12-07-2017,500
45201,12-07-2017,250
45202,12-07-2017,500
45203,12-07-2017,750
45204,12-07-2017,500
45213,12-07-2017,250
45224,12-07-2017,250
45225,12-07-2017,500
45226,12-07-2017,250
45227,12-07-2017,500
45228,12-07-2017,500
45277,14-07-2017,750
45278,14-07-2017,250
45279,14-07-2017,500
45315,14-07-2017,250
45321,14-07-2017,250
45322,14-07-2017,500
45334,16-07-2017,750
45335,16-07-2017,500
45336,16-07-2017,250
45337,16-07-2017,500
45338,16-07-2017,500
45384,17-07-2017,250
45391,17-07-2017,250
45433,18-07-2017,250
45434,18-07-2017,2000
45435,18-07-2017,250
45438,18-07-2017,500
45439,18-07-2017,250
45440,18-07-2017,750
45441,18-07-2017,1000
45444,18-07-2017,1000
45445,18-07-2017,1250
45446,18-07-2017,250
45447,18-07-2017,250
45448,18-07-2017,250
45451,18-07-2017,1000
45469,18-07-2017,500
45470,18-07-2017,750
45471,18-07-2017,1250
45472,18-07-2017,1000
45480,18-07-2017,750
45481,18-07-2017,1000
45490,18-07-2017,250
45500,18-07-2017,750
45501,18-07-2017,250
45597,20-07-2017,500
45598,20-07-2017,1000
45615,21-07-2017,750
45616,21-07-2017,1500
45617,21-07-2017,250
45625,21-07-2017,500
45667,24-07-2017,250
45668,24-07-2017,500
45669,24-07-2017,250
45681,24-07-2017,250
45700,25-07-2017,750
45715,25-07-2017,250
45738,25-07-2017,250
45740,25-07-2017,250
45741,25-07-2017,500
45742,25-07-2017,250
45798,26-07-2017,500
45835,27-07-2017,1000
45838,28-07-2017,1000
45839,28-07-2017,750
45840,28-07-2017,500
45841,28-07-2017,500
45842,28-07-2017,250
45843,28-07-2017,500
45845,28-07-2017,750
45861,28-07-2017,250
45863,28-07-2017,500
45864,28-07-2017,750
45865,28-07-2017,500
45866,28-07-2017,500
45867,28-07-2017,500
45868,28-07-2017,250
45884,30-07-2017,750
45885,30-07-2017,500
45886,30-07-2017,500
45887,30-07-2017,500
45888,30-07-2017,250
45968,01-08-2017,1000
45969,01-08-2017,250
45976,01-08-2017,500
45977,01-08-2017,750
45986,01-08-2017,250
45987,01-08-2017,250
45994,02-08-2017,500
45995,02-08-2017,250
45996,02-08-2017,250
45997,02-08-2017,500
45998,02-08-2017,750
45999,02-08-2017,250
46090,04-08-2017,250
46106,04-08-2017,1000
46112,04-08-2017,250
46126,04-08-2017,750
46139,04-08-2017,250
46140,04-08-2017,250
46141,04-08-2017,1000
46144,04-08-2017,250
46164,06-08-2017,250
46171,06-08-2017,1000
46172,06-08-2017,1250
46173,06-08-2017,250
46175,06-08-2017,250
46195,08-08-2017,250
46225,09-08-2017,500
46226,09-08-2017,250
46227,09-08-2017,500
46228,09-08-2017,250
46232,09-08-2017,1000
46233,09-08-2017,500
46235,09-08-2017,250
46236,09-08-2017,500
46237,09-08-2017,250
46241,09-08-2017,500
